id	id2	unusual_flag	worst_flag	decade	year	month	make	nature	accident_country	phase_old	phase	phase_code	crew_text	passengers_occupants	crew_occupants	total_occupants	passengers_fatalities	crew_fatalities	total_fatalities	total_survivors	ground_casualties	passengers_occupants_old	airplane_damage	make	nature	accident_country	phase_old	phase	phase_code	crew_text	airplane_damage	Selected	date	cnmsn	first_flight	type	model	status	departure_airport	departure	departure_airport_formatted	departure_lat	departure_lng	destination_airport	destination_country	destination_airport_formatted	destination_lat	destination_lng	location_full	passengers_text	total_text	date_text	registration	operator	narrative
254.0	255.0	2.0	0.0	1930.0	1937.0	4.0	Douglas	Domestic Scheduled Passenger	United States of America	Approach (APR)	Approach	APR	Fatalities: 2 / Occupants: 2	9.0	2.0	11.0	9.0	2.0	11.0	0.0	0.0	9.0	Damaged beyond repair									No	2/9/1937	1913	1936	Douglas DC-3A-197	DC-3A-197	Final	Burbank-Union Air Terminal (BUR/KBUR), United States of America	United States of America	Bob Hope Airport (BUR), 2627 N Hollywood Way, Burbank, CA 91505, USA	34.1983122	-118.3574036	San Francisco Municipal Airport, CA (SFO/KSFO), United States of America	United States of America	San Francisco International Airport (SFO), San Francisco, CA 94128, USA	37.6213129	-122.3789554	3 km (1.9 mls) off San Francisco Municipal Airport, CA (SFO) (United States of America)	Fatalities: 9 / Occupants: 9	Fatalities: 11 / Occupants: 11	Tuesday 9 February 1937	NC16073	United Air Lines	Crashed into San Francisco Bay while on approach. The co-pilot dropped his microphone which jammed the controls, preventing the pilot from pulling out of the glide. Nine passengers and two crew died.
3675.0	3676.0	3.0	0.0	1940.0	1947.0	4.0	Avro	International Scheduled Passenger	Argentina	En route (ENR)	En route	ENR	Fatalities: 5 / Occupants: 5	6.0	5.0	11.0	6.0	5.0	11.0	0.0	0.0	6.0	Damaged beyond repair									No	8/2/1947	1280	0	Avro 691 Lancastrian 3	691 Lancastrian 1	Preliminary	Buenos Aires (unknown airport), BA, Argentina	Argentina	Aeroparque Internacional Jorge Newbery (AEP), Av. Costanera Rafael Obligado s/n, C1425 CABA, Argentina	-34.5580305	-58.4170088	Santiago-Los Cerrillos Airport (ULC/SCTI), Chile	Indonesia	Los Cerrillos, Cerrillos, Región Metropolitana, Chile	-33.4954605	-70.6940137	Tupungato Mountain (Argentina)	Fatalities: 6 / Occupants: 6	Fatalities: 11 / Occupants: 11	Saturday 2 August 1947	G-AGWH	British South American Airways - BSAA	Went missing over the Andes mountains while on a flight to Buenos Aires. Climbers found the wreckage January 2000 at over 5,000 meters above sea-level on top of Argentina's Tupungato Mountain, close to the Chilean border.
3713.0	3714.0	4.0	0.0	1940.0	1947.0	4.0	Douglas	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 5 / Occupants: 5	47.0	5.0	52.0	47.0	5.0	52.0	0.0	0.0	47.0	Damaged beyond repair									No	10/24/1947	42875/17	1947	Douglas DC-6	DC-6	Final	Los Angeles Airport, CA (LAX/KLAX), United States of America	United States of America	Los Angeles International Airport (LAX), 1 World Way, Los Angeles, CA 90045, USA	33.9415889	-118.40853	Chicago Municipal Airport, IL (MDW/KMDW), United States of America	United States of America	Chicago Midway International Airport (MDW), 5700 S Cicero Ave, Chicago, IL 60638, USA	41.78677589999999	-87.7521884	2,4 km (1.5 mls) SE of Bryce Canyon Airport, UT (BCE) (United States of America)	Fatalities: 47 / Occupants: 47	Fatalities: 52 / Occupants: 52	Friday 24 October 1947	NC37510	United Air Lines	"Flight 608 departed Los Angeles at 10:23 for a non-stop flight to Chicago. The airplane climbed to 19,000 feet and proceeded VFR over Fontana, Daggett and Silver Lake, Las Vegas, and Saint George. At 12:21 Flight 608 reported that a fire had been detected in the baggage compartment which the crew was unable to extinguish. The report added that the cabin was filled with smoke and that the flight was attempting to make an emergency landing at Bryce Canyon Airport (BCE). The fire had erupted in the center section in the vicinity of the right wing fillet. Small parts of the airplane were lost in flight and at least one of the emergency landing flares which are located at the trailing edge of the right wing fillet ignited in flight. Shortly thereafter the flight again reported that the ""tail is going out-we may get down and we may not."" At 12:26 another transmission was received fromthe flight indicating that it was going into the ""best place available."" One minute later the flight reported ""we may make it-approaching a strip."" This was the last contact with the flight. It crashed at 12:29 before it was able to reach the airport.After the accident, investigators noted that the DC-6 airplane design included a No.3 alternate fuel tank vent outlet that was located on the right side of the fuselage near the leading edge of the wing and close to the bottom wing fillet. Approximately 10 feet aft of this point and slightly to the left there was an air scoop which served as a source of cabin heater combustion air and cooling air for the cabin supercharger air after-cooler and cabin supercharger oil cooler. Flight tests conducted with other model DC-6 aircraft subsequent to the accident revealed that overflow from the No. 3 alternate tank through the air vent line and out the vent outlet would sweep back in the slip stream toward the cabin heater combustion air intake scoop and that a considerable quantity of fuel would enter the scoop. Ground tests clearly demonstrated that, under conditions simulating the entry of fuel overflow into the scoop inflight while the heater was operating, the cabin heater could be expected to backfire and thereby propagate flame downstream into the air scoop. Incoming fuel would, thereafter, be expected to continue to burn in the air scoop and duct."
4114.0	4115.0	5.0	0.0	1940.0	1949.0	4.0	Douglas	Domestic Scheduled Passenger	Canada	En route (ENR)	En route	ENR	Fatalities: 4 / Occupants: 4	19.0	4.0	23.0	19.0	4.0	23.0	0.0	0.0	19.0	Damaged beyond repair									No	9/9/1949	4518	1942	Douglas C-47-DL	C-47-DL	0	Quebec Airport, QC (YQB/CYQB), Canada	Canada	Québec City Jean Lesage International Airport (YQB), 505 Rue Principale, Ville de Québec, QC G2G 0J4, Canada	46.7907719	-71.38856899999999	Baie Comeau Airport, QC (YBC/CYBC), Canada	Democratic Repuglic of Congo	Airport Baie-Comeau / Pointe-Lebel, 200 Route de l'Aéroport, Baie-Comeau, QC G5C 2S6, Canada	49.13671009999999	-68.2003124	Sault-aux-Cochon, QC (Canada)	Fatalities: 19 / Occupants: 19	Fatalities: 23 / Occupants: 23	Friday 9 September 1949	CF-CUA	Canadian Pacific Air Lines - CPAL	Crashed following the explosion of a time bomb, placed in the no. 1 forward baggage hold.It was found out that Albert Guay wanted to kill his wife in order to marry another woman (Marie-Ange Robitaille) and get his wife's life insurance policy (USD 10,000). An accomplice constructed a time bomb which was placed aboard DC-3 CF-CUA. Mrs Rita Morel Guay boarded the aircraft for a flight to Baie Comeau and was killed in the accident. Mr Guay and the accomplices all received the death penalty.
4832.0	4832.0	0.0	92.0	1950.0	1953.0	5.0								122.0	7.0	129.0	122.0	7.0	129.0	0.0	0.0	122.0		Douglas	Military	Japan	Approach (APR)	Approach	APR	Fatalities: 7 / Occupants: 7	Destroyed	No	6/18/1953	43471	0	Douglas C-124A-DL Globemaster II	C-124A-DL Globemaster II	0	Tachikawa AB (RJTC), Japan	Japan	Tachikawa Airfield, Midoricho, Tachikawa, Tokyo 190-0014, Japan	35.7109011	139.40232	Seoul-Gimpo (Kimpo) International Airport (SEL/RKSS), South Korea	South Korea	Gimpo International Airport (GMP), 112 Haneul-gil, Gangseo-gu, Seoul, South Korea	37.5586545	126.7944739	5,6 km (3.5 mls) NE of Tachikawa AB (Japan)	Fatalities: 122 / Occupants: 122	Fatalities: 129 / Occupants: 129	Thursday 18 June 1953	51-0137	United States Air Force - USAF	"Visibility was 2,5 miles as the Douglas Globemaster transporter took off from Tachikawa AB, Japan, bound for Korea. Shortly after takeoff an engine failed. The pilot radioed ""One engine out, returning to field for GCA landing"". While on approach back to the air base, an improper use of flaps caused a loss of airspeed. Control was lost and the airplane crashed into a watermelon patch, broke up and caught fire."
5233.0	5233.0	6.0	0.0	1950.0	1955.0	5.0	Douglas	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 5 / Occupants: 5	39.0	5.0	44.0	39.0	5.0	44.0	0.0	0.0	39.0	Damaged beyond repair									No	11/1/1955	43538/224	1952	Douglas DC-6B	DC-6B	0	Denver-Stapleton International Airport, CO (DEN/KDEN), United States of America	United States of America	Denver International Airport (DEN), 8500 Peña Blvd, Denver, CO 80249, USA	39.8560963	-104.6737376	Portland International Airport, OR (PDX/KPDX), United States of America	United States of America	Portland International Airport (PDX), 7000 NE Airport Way, Portland, OR 97218, USA	45.58976939999999	-122.5950942	Longmont, CO (United States of America)	Fatalities: 39 / Occupants: 39	Fatalities: 44 / Occupants: 44	Tuesday 1 November 1955	N37559	United Air Lines	Crashed following the in-flight detonation of a bomb.
5426.0	5426.0	7.0	0.0	1950.0	1957.0	5.0	Douglas	Domestic Scheduled Passenger	United States of America	Initial climb (ICL)	Initial climb	ICL	Fatalities: 0 / Occupants: 6	95.0	6.0	101.0	20.0	0.0	20.0	81.0	0.0	95.0	Damaged beyond repair									No	2/1/1957	44678/543	1955	Douglas DC-6A	DC-6A	Final	New York-La Guardia Airport, NY (LGA/KLGA), United States of America	United States of America	LaGuardia Airport (LGA), Queens, NY 11371, USA	40.7769271	-73.8739659	Miami International Airport, FL (MIA/KMIA), United States of America	United States of America	Miami International Airport (MIA), 2100 NW 42nd Ave, Miami, FL 33126, USA	25.795865	-80.2870457	Rikers Island, NY (United States of America)	Fatalities: 20 / Occupants: 95	Fatalities: 20 / Occupants: 101	Friday 1 February 1957	N34954	Northeast Airlines	Northeast Flight 823 to Miami (MIA) was scheduled to depart from New York-La Guardia (LGA) at 14:45. Snowfall delayed the departure. Carrying 95 passengers and 6 crewmembers, the gross weight of the aircraft was 98575 pounds, 265 pounds below maximum weight. The crew started the takeoff roll on runway 04 at 18:01. Except for some sliding of the nose wheel at low speed, the takeoff roll was normal. A positive rate of climb was established and the gear was retracted, flaps raised and METO power set. The crew went on instruments immediately after gear retraction and the captain monitored airspeed, rate of climb and direction. the aircraft was to climb on runway heading, but started turning to the left. This was not noticed by the crew. While over Rikers Island on a 285deg heading, the DC-6 first struck small trees. The left wingtip touched the ground; the right wingtip 150 feet beyond. The plane then skidded 1500 feet. Impact occurred about 60 seconds after the start of takeoff.
5880.0	5880.0	8.0	0.0	1950.0	1959.0	5.0	Martin	Domestic Scheduled Passenger	United States of America	Approach (APR)	Approach	APR	Fatalities: 4 / Occupants: 4	22.0	4.0	26.0	21.0	4.0	25.0	1.0	0.0	22.0	Destroyed									No	12/1/1959	9159	1947	Martin 2-0-2	2-0-2	Final	Harrisburg-Capital Landing Field, PA (HAR/KCXY), United States of America	United States of America				Williamsport-Lycoming County Airport, PA (IPT/KIPT), United States of America	Yemen	Williamsport Regional Airport, 700 Airport Rd, Montoursville, PA 17754, USA	41.245283	-76.918905	2,1 km (1.3 mls) S of Williamsport-Lycoming County Airport, PA (IPT) (United States of America)	Fatalities: 21 / Occupants: 22	Fatalities: 25 / Occupants: 26	Tuesday 1 December 1959	N174A	Allegheny Airlines	Allegheny Flight 371 was scheduled between Philadelphia, PA, and Cleveland, OH with stops at Harrisburg (HAR), Williamsport (IPT), Bradford, and Erie. Flight 371 departed Philadelphia at 08:15, proceeded VFR to Harrisburg where it landed at 08:5l without incident. Flight 371 departed Harrisburg at 09:06 with 22 revenue passengers, one additional crew member9 and 598 pounds of baggage, mail, and cargo.At 09:23 Flight 371 reported to Williamsport radio that it was making 360-degree turns five minutes south of the Williamsport low frequency range at an altitude of 3,500 feet, VFR and requested an instrument clearance to theWilliamsport Airport. Williamsport radio responded by giving the 09:17 Williamsport weather observation, which was: Precipitation ceiling 1,000 feet, sky obscured; visibility one mile in light snow, wind west at five knots; altimeter 30.26 At this time Williamsport radio requested that the flight stand by for clearance At 09:27 Flight 371 was cleared direct to the Williamsport low frequency range from its present position, to maintain 4,000 feet. At 09:33 Flight 371 was cleared for an approach to the Williamsport Airport, to report on the ground, or cancelling IFR. At this time Flight 371 reported over the Williamsport low frequency range, leaving 4,000 feet, and commencing an approach At 09:35 the Williamsport 09:34 weather observation was given as being 1,000-feet scattered, precipitation observation 7,000 feet; visibility 1-1/2 miles in light snow, wind west at four knots, altimeter setting 30.26 inches. Allegheny minimums for this approach to the Williamsport Airport are 900 feet ceiling and 1-1/2 miles visibility.At 09:41 Flight 371 reported over the low frequency range on final approach. At this time the flight was advised of the surface wind, altimeter setting, and that the runway lights were on high brilliancy on runway 9-27. Flight 371 acknowledged all of these transmissions from Williamsport radio. At 09:42 the flight reported in range to the company on company frequency. At this time the company advised that their altimeter setting was 30.25 inches and requested the arrival and departure times of the flight at Harrisburg. Flight 371 acknowledged the altimeter setting but did not relay the time information requested.It is believed that during the base leg the captain relied on the MDI of the fluxgate compass owing to the weather and cockpit visibility restrictions that existed. The fluxgate compass caging switch, located on the back of the pedestal, was probably accidentally actuated by the foot of the crew member occupying the jump seat during the initial part of the base leg.The captain continued his turn intending to roll out on the runway heading but reference to the MDI indicated that he had overshot his heading so he immediately turned to the left to an indicated heading of 270 degrees After rolling out on this heading he was unable to see the field which was now to his right and he continued on for a few seconds expecting to see the field momentarily. Owing to the induced error of approximately 80 degrees to the right the aircraft was now on an actual heading of approximately 190 degrees and the heading for Bald Eagle Mountain. The aircraft then encountered snow showers and clouds. The captain continued his flight on the indicated heading of 270 degrees for approximately 12 to 14 seconds, during which the aircraft was converging with the northern slope of Bald Eagle Mountain. During this time the captain noted the discrepancy between the MDI and his other directional instruments and caged the fluxgate compass in an effort to determine his correct heading. Upon completion of the caging cycle the MDI turned to a heading of approximately 190 degrees. At this time, just prior to the crash, the aircraft was turned to the right, full throttle was applied, and gear retraction was initiated. Before this turn could be completed the aircraft crashed into the trees and rocky terrain of the mountain at an elevation of 1,150 msl. Most of the passenger cabin area was consumed by the ground fire which followed the crash.
5901.0	5901.0	9.0	0.0	1960.0	1960.0	5.0	Douglas	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 5 / Occupants: 5	29.0	5.0	34.0	29.0	5.0	34.0	0.0	0.0	29.0	Destroyed									No	1/6/1960	43742/300	1952	Douglas DC-6B	DC-6B	0	New York-Idlewild International Airport, NY (IDL/KIDL), United States of America	United States of America				Miami International Airport, FL (MIA/KMIA), United States of America	United States of America	Miami International Airport (MIA), 2100 NW 42nd Ave, Miami, FL 33126, USA	25.795865	-80.2870457	2,4 km (1.5 mls) from Bolivia, NC (United States of America)	Fatalities: 29 / Occupants: 29	Fatalities: 34 / Occupants: 34	Wednesday 6 January 1960	N8225H	National Airlines	The DC-6 was one of two aircraft substituted for a Boeing 707 which had incurred mechanical difficulty. En route to Miami the aircraft disintegrated in flight. Portions of the wreckage fell near Kura Beach and the major wreckage fell about 13 miles West of Kure Beach. It appeared that a dynamite explosion had occurred which was detonated by means of dry cell batteries. The explosion occurred near the right of seat row 7.
6010.0	6011.0	10.0	0.0	1960.0	1960.0	5.0	Lockheed	Domestic Scheduled Passenger	United States of America	Initial climb (ICL)	Initial climb	ICL	Fatalities: 3 / Occupants: 5	67.0	5.0	72.0	59.0	3.0	62.0	10.0	0.0	67.0	Damaged beyond repair									No	10/4/1960	1062	1959	Lockheed L-188A Electra	L-188A Electra	Final	Boston-Logan International Airport, MA (BOS/KBOS), United States of America	United States of America	Boston Logan International Airport (BOS), 1 Harborside Dr, Boston, MA 02128, USA	42.3656132	-71.0095602	Philadelphia International Airport, PA (PHL/KPHL), United States of America	United States of America	Philadelphia International Airport (PHL), 8000 Essington Ave, Philadelphia, PA 19153, USA	39.8743959	-75.2424229	ca 1 km E off Boston-Logan International Airport, MA (BOS) (United States of America)	Fatalities: 59 / Occupants: 67	Fatalities: 62 / Occupants: 72	Tuesday 4 October 1960	N5533	Eastern Air Lines	A few seconds after taking off from runway 05, the Electra struck a flock of starlings. A number of these birds were ingested in engine no.1, 2 and 4. Engine no. 1 was shut down and the prop feathered. Shortly after that the no. 2 and 4 engines experienced a substantial momentary loss of power. This caused the plane to yaw to the left and decelerate to stall speed. The left wing then dropped, the nose pitched up and the L-188 rolled left into a spin and fell almost vertically into the water.
6207.0	6208.0	11.0	0.0	1960.0	1961.0	5.0	de Havilland Canada	International Scheduled Passenger	Turkey	Initial climb (ICL)	Initial climb	ICL	Fatalities: 7 / Occupants: 7	27.0	7.0	34.0	20.0	7.0	27.0	7.0	0.0	27.0	Damaged beyond repair									No	12/21/1961	6456	1961-06-08 (7 months)	de Havilland DH-106 Comet 4B	DHC-8-202Q	0	Ankara-Esenboga Airport (ESB/LTAC), Turkey	Turkey	Balıkhisar Mh., Ankara Esenboga Airport (ESB), Özal Bulvarı, Akyurt/Ankara, Turkey	40.1244399	32.9916726	Nicosia Airport (NIC/LCNC), Cyprus	Cyprus	Nicosia Airport (NIC)	35.1599318	33.2735351	Ankara-Esenboga Airport (ESB) (Turkey)	Fatalities: 20 / Occupants: 27	Fatalities: 27 / Occupants: 34	Thursday 21 December 1961	G-ARJM	British European Airways - BEA	The aircraft was on a scheduled flight from London to Rome, Athens, Istanbul, Ankara, Nicosia and Tel Aviv. From Istanbul the flight was operated by British European Airways on behalf of Cyprus Airways. The operating crew, employed by BEA, consisted of a captain and two first officers. Also aboard were four cabin staff employed by Cyprus Airways and 27 passengers. The trip to Ankara was normal. The time between landing and starting engines at Ankara was 46 minutes during which light snow was falling. (At take-off the aircraft had a light covering of snow on the upper surface of its wings, however, this deposit had no bearing on the accident). The radio-telephony tape recording showed that the aircraft taxied out along the short taxiway, then back-tracked up the runway to its take-off position on runway 21 at the intersection with the longer taxiway. The runway length available from this position was 9027 feet. Take-off weight was 53465 kg, i.e. 18185 kg below maximum permissible weight or 1085 kg below the regulated take-off weight. The takeoff run as to distance and time was quite normal, as also were rotation and unstick. The first abnormality occurred a second or two after unstick when the aircraft rapidly assumed an excessively steep climbing angle. One witness put the angle achieved as about twice the normal, another as 45 to 50 degrees. There was also evidence from witnesses of a wing drop and of variations in the engine noise during this climb. The aircraft stalled with the left wing down at a height of about 450 feet then sank to the ground in a relatively flat attitude. The accident site was 1600 m and on a bearing of 214degT from Esenboga Tower.
6297.0	6298.0	0.0	90.0	1960.0	1962.0	5.0								122.0	10.0	132.0	122.0	8.0	130.0	2.0	0.0	122.0		Boeing	Int'l Non Scheduled Passenger	France	Takeoff (TOF)	Takeoff	TOF	Fatalities: 8 / Occupants: 10	Destroyed	No	6/3/1962	17920/159	1960	Boeing 707-328	707-328	Final	Paris-Orly Airport (ORY/LFPO), France	France	Orly Airport (ORY), 94390 Orly, France	48.7262433	2.3652472	New York-Idlewild International Airport, NY (IDL/KIDL), United States of America	United States of America	null			Paris-Orly Airport (ORY) (France)	Fatalities: 122 / Occupants: 122	Fatalities: 130 / Occupants: 132	Sunday 3 June 1962	F-BHSM	Air France	"The Boeing 707 aircraft, named ""Chateau de Sully"", was on a non-scheduled (charter) international flight from Paris (ORY) to Atlanta (ATL) and Houston via New York (JFK). Ten crew and 122 passengers were on the flight when, after a considerable delay to await the arrival of passengers, it was cleared to take off from runway 08 at Orly Airport at 11:32 UTC. It aligned itself for takeoff and waited 6 seconds, which permitted the setting and checking of take-off parameters on the four engines. Full thrust was applied, and the aircraft accelerated normally. From testimony and flight recorder data, the take-off was reconstructed as follows. Between 20 to 40 seconds after the start of the roll, the rate of acceleration was steady at 1.80 m/s2. The aircraft rolled along the runway centre line without showing any tendency to veer to either side. V1, determined as 147kt IAS, was attained after a ground roll of 1500 m. This was followed by VR, 158 kt IAS. Forty-eight seconds after the beginning of the take-off run and approximately when passing the 1800 m mark, the aircraft reached the rotation speed (VR), and the pilot-in-command initiated the take-off manoeuvre by pulling backwards on the control column. According to witnesses, the aircraft made an incomplete rotational movement about 2100 m from the threshold. It remained for 4 to 6 seconds with its nose slightly raised. Then the nose dropped when the brakes were applied. Thick smoke streamed from the wheels. The aircraft was 2600 m from its starting point and had reached a maximum speed of 179 kt IAS. It braked for the last 680 m of the runway with an average deceleration of 1.2 to 1.3 m/s After 250 m of braking the aircraft veered slightly to the left, and 50deg of flap were selected. Then after another 250 m the aircraft listed heavily to starboard. Its path then curved right, which suggests a possible attempt to ground loop. However, the aircraft's speed precluded the success of this manoeuvre, and it left the runway while still on the centre line. It rolled for a while on the grass extension of the runway but, because of the unevenness of the terrain and the high speed of the aircraft (160 kt), the port gear broke off 110 m from the end of the runway and was wrenched away. The aircraft pivoted left, and engines No. 1 and 2 scraped the ground. Fire broke out in the port wing at the level of the landing gear. About 300 m beyond the end of the runway the aircraft crossed the encircling road. The starboard gear collapsed, and No. 2 engine broke loose. It then struck the approach lights, which represented a considerable obstacle. It started to disintegrate when reaching the hollow at the end of the runway extension, which descends at a steep angle towards the Seine. The front part of the fuselage struck a house and garage. The nose of the aircraft broke away, and the rest of the fuselage came to a stop 100 m further on. The site of the accident was 550m beyond the end of runway 08 on its extended centre line, at an elevation of 89 m."
6317.0	6318.0	12.0	0.0	1960.0	1962.0	5.0	Douglas	Cargo	Pakistan	En route (ENR)	En route	ENR	Fatalities: 1 / Occupants: 3	0.0	3.0	3.0	0.0	1.0	1.0	2.0	0.0	0.0	Minor									No	7/15/1962	20289	1944	Douglas C-47A-90-DL	C-47A-90-DL	0	Kabul Airport (KBL/OAKB), Afghanistan	Afghanistan	Kabul International Airport, 1,Great Massoud Avenue,Khwaja Rawash,Kabul, Afghanistan	34.56173940000001	69.2124003	Amritsar-Raja Sansi Airport (ATQ/VIAR), India	United States of America	Sri Guru Ram Dass Jee International Airport, Ajnala Rd, Rajasansi, Amritsar, Punjab 143101, India	31.7072383	74.79889949999999	near Lahore (Pakistan)	Fatalities: 0 / Occupants: 0	Fatalities: 1 / Occupants: 3	Sunday 15 July 1962	VT-AUS	Indian Airlines	The aircraft was en route to Amritsar when it was attacked by a vulture. The bird smashed through the wind screen, killing the co-pilot.
6379.0	6380.0	13.0	0.0	1960.0	1962.0	5.0	Vickers	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 4 / Occupants: 4	13.0	4.0	17.0	13.0	4.0	17.0	0.0	0.0	13.0	Destroyed									No	11/23/1962	128	1956	Vickers 745D Viscount	744 Viscount	Final	Newark International Airport, NJ (EWR/KEWR), United States of America	United States of America	Newark Liberty International Airport (EWR), 3 Brewster Rd, Newark, NJ 07114, USA	40.6895314	-74.1744624	Washington-National Airport, DC (DCA/KDCA), United States of America	United States of America	Ronald Reagan Washington National Airport (DCA), Arlington, VA 22202, USA	38.851242	-77.04023149999999	10 km (6.3 mls) WSW of Ellicott City, MD (United States of America)	Fatalities: 13 / Occupants: 13	Fatalities: 17 / Occupants: 17	Friday 23 November 1962	N7430	United Air Lines	The Viscount was flying at 6000 feet, en route from Newark to Washington when it penetrated a flock of whistling swans. At least two of which were struck by the aircraft. One swan, which was struck penetrated the leading edge of the left horizontal stabilizer and egressed from the rear surface causing damage to the elevator as it did so.This so weakened the structure that failure occurred which rendered the plane uncontrollable. The Viscount eventually struck the ground in a nose-low inverted attitude.
6492.0	6493.0	14.0	0.0	1960.0	1963.0	5.0	Sud	Domestic Scheduled Passenger	Switzerland	En route (ENR)	En route	ENR	Fatalities: 6 / Occupants: 6	74.0	6.0	80.0	74.0	6.0	80.0	0.0	0.0	74.0	Damaged beyond repair									No	9/4/1963	147	1962	Sud Aviation SE-210 Caravelle III	Aviation SE-210 Caravelle 11R	Final	Z??rich-Kloten Airport (ZRH/LSZH), Switzerland	Switzerland	Zurich Airport (ZRH), 8058 Zürich-Flughafen, Switzerland	47.4582165	8.5554755	Gen??ve-Cointrin Airport (GVA/LSGG), Switzerland	Switzerland	Genève Aéroport (GVA), Route de l'Aéroport 21, 1215 Le Grand-Saconnex, Switzerland	46.23700969999999	6.1091564	D??rren??sch (Switzerland)	Fatalities: 74 / Occupants: 74	Fatalities: 80 / Occupants: 80	Wednesday 4 September 1963	HB-ICV	Swissair	"Flight SR-306 was a scheduled international flight from Z??rich to Rome, with an intermediate stop at Geneva. Dense fog was existing at the time of departure and at 0600 hours the flight was informed that the RVR was 180 m for runway 34 and 60 m for runway 16, and that there was a light northerly wind (1 to 2 kt). At 0604 hours the flight was authorized to taxi to runway 34 behind an accompanying vehicle. At 0605 the crew reported that they will taxi half way down runway 34 to inspect the fog condition and then return to take-off position. This was done, using at times considerable engine power probably in an attempt to disperse the fog: Around 0612 hours the aircraft was back to the threshold of runway 34 and permission to take-off was granted. The flight took off at 0613 hours and started to climb to flight level 150, its cruising altitude. Four minutes later witnesses on the ground noticed a whitish trail of smoke on the left side of the aircraft and suddenly a long flame from the left wing-root. Around 0620 hours the aircraft reached an altitude of approximately 2700 m, it then began to lose height, entered a gentle left turn loosing height more rapidly and finally went into a steep dive.Parts of the aircraft became detached and at 0621 hours a ""MAYDAY"" message was received., At 0622 hours the aircraft crashed into the ground on the outskirts of D??rren??sch, at an elevation of 559 m, approximately 35 km from Z??rich/Kloten Airport."
6589.0	6590.0	15.0	0.0	1960.0	1964.0	5.0	Fairchild	Domestic Scheduled Passenger	United States of America	En route (ENR)	En route	ENR	Fatalities: 3 / Occupants: 3	41.0	3.0	44.0	41.0	3.0	44.0	0.0	0.0	41.0	Damaged beyond repair									No	5/7/1964	36	1959	Fairchild F-27A	F-27A	Final	Stockton Airport, CA (SCK/KSCK), United States of America	United States of America	Stockton Metropolitan Airport (SCK), 5000 S Airport Way, Stockton, CA 95206, USA	37.8965076	-121.248761	San Francisco International Airport, CA (SFO/KSFO), United States of America	United States of America	San Francisco International Airport (SFO), San Francisco, CA 94128, USA	37.6213129	-122.3789554	ca 5 km W of San Ramon, CA (United States of America)	Fatalities: 41 / Occupants: 41	Fatalities: 44 / Occupants: 44	Thursday 7 May 1964	N2770R	Pacific Air Lines	"A Pacific Air Lines Fairchild F-27, N2770R, arrived at Reno, NV, at 19:40 as Flight 756 from San Francisco International Airport. The next day the airplane departed at 05:54 as Flight 773 to Stockton. Arrival at Stockton Airport, CA (SCK) was at 06:28. Two passengers deplaned and ten passengers boarded. Pacific Flight 773 was cleared by the Oakland Air Route Traffic Control Center (ARTCC) to the San Francisco Airport, to climb in VFR conditions to 6,000 feet, and maintain 6,000 feet. The clearance was acknowledged correctly by the crew and departure was at 06:38. During its climb, the flight reported leaving 2,000 feet and was instructed by Stockton tower to contact Oakland ARTCC. contacting Oakland Center, the flight was instructed to maintain 5,000 feet.Oakland ARTCC established radar contact six miles from Stockton and at 06:43 the flight reported reaching its assigned altitude of 5,000 feet. At 06:45:10, the Oakland ARTCC controller instructed Flight 773 to turn left to a heading of 235 degrees for a vector to the San Francisco final approach course. At 06:47:53, the flight contacted Oakland Approach Control. Shortly after that a high-pitched message was heard. The content of this message was not clear. The most probable message was determined to be: ""Skippers shot. We're been shot. (I was) Try 'in ta help."" No other transmissions were heard from Flight 773. The F-27 descended and struck the upslope of an 800 foot hill. A search of the wreckage area disclosed the presence of a .357 Smith and Wesson Model 27 Magnum revolver containing six empty cartridges which had been fired by the weapon. The gun with ammunition and a cleaning kit had been purchased by a passenger, Mr Gonzales on May 6, 1964. He had advised both friends and relatives that he would die on either the 6th or the 7th of May. He boarded Flight 756 on the 6th with a return reservation for Flight 773 on the following morning. Shortly before boarding the flight to Reno, Gonzales displayed the gun to numerous friends at the airport and told one person he intended to shoot himself. He also purchased two insurance policies in the total amount of $105,000. Investigation revealed that he was disturbed and depressed over marital and financial difficulties. On the return flight to San Francisco he gained access to the flight deck and shot both pilots."
